Brand Name,Year,brandspend,branddose,brandclaims,nomchngspend,nomchngdose,nomchngclaims,perchngspend,perchngdose,perchngclaims
Methylene Blue,2017,9339.81,992.84,55,5157.539999999999,-568.9599999999999,0,1.2331915443048866,-0.3642976053271866,0
Methylergonovine Maleate*,2013,2101361.72,293019.803,34873,-1087148.06,-246366.00300000003,-26679,-0.5173540802865677,-0.8407827746713761,-0.765033120178935
Methylergonovine Maleate*,2014,4971880.75,303226.82999999996,38357,-1087148.06,-246366.00300000003,-26679,-0.5173540802865677,-0.8407827746713761,-0.765033120178935
Methylergonovine Maleate*,2015,5997116.36,304054.607,38992,-1087148.06,-246366.00300000003,-26679,-0.5173540802865677,-0.8407827746713761,-0.765033120178935
Methylergonovine Maleate*,2016,4417901.38,218667.843,30209,-1087148.06,-246366.00300000003,-26679,-0.5173540802865677,-0.8407827746713761,-0.765033120178935
Methylergonovine Maleate*,2017,1014213.66,46653.8,8194,-1087148.06,-246366.00300000003,-26679,-0.5173540802865677,-0.8407827746713761,-0.765033120178935
Methylin,2013,4088081.79,4061008,12558,-3545037.97,-994485.7250000001,-2885,-0.8671641498640369,-0.24488642351849588,-0.22973403408186022
Methylin,2014,4610945.94,4636416.2,14991,-3545037.97,-994485.7250000001,-2885,-0.8671641498640369,-0.24488642351849588,-0.22973403408186022
Methylin,2015,4529105.27,4426660.68,14840,-3545037.97,-994485.7250000001,-2885,-0.8671641498640369,-0.24488642351849588,-0.22973403408186022
Methylin,2016,1653817.9,2718775.41,8957,-3545037.97,-994485.7250000001,-2885,-0.8671641498640369,-0.24488642351849588,-0.22973403408186022
Methylin,2017,543043.82,3066522.275,9673,-3545037.97,-994485.7250000001,-2885,-0.8671641498640369,-0.24488642351849588,-0.22973403408186022
Methylphenidate ER,2013,577070666.05,114434732.23300001,3445370,81778524.28000009,-14586942.933000013,-381706,0.14171318885391826,-0.12746954223040963,-0.11078810113282467
Methylphenidate ER,2014,580976590.7,117938158.11,3565001,81778524.28000009,-14586942.933000013,-381706,0.14171318885391826,-0.12746954223040963,-0.11078810113282467
Methylphenidate ER,2015,699099979.46,118663345.14,3583936,81778524.28000009,-14586942.933000013,-381706,0.14171318885391826,-0.12746954223040963,-0.11078810113282467
Methylphenidate ER,2016,735545511.58,117928285.8,3580897,81778524.28000009,-14586942.933000013,-381706,0.14171318885391826,-0.12746954223040963,-0.11078810113282467
Methylphenidate ER,2017,658849190.33,99847789.3,3063664,81778524.28000009,-14586942.933000013,-381706,0.14171318885391826,-0.12746954223040963,-0.11078810113282467
Methylphenidate HCl,2013,38955486.19,69425169.113,1117438,18156151.180000007,14795359.546999991,334222,0.466074305720275,0.21311232995224394,0.2990966836638811
Methylphenidate HCl,2014,59371133.4,77329189.062,1295687,18156151.180000007,14795359.546999991,334222,0.466074305720275,0.21311232995224394,0.2990966836638811
Methylphenidate HCl,2015,67009970.339999996,84785109.141,1438048,18156151.180000007,14795359.546999991,334222,0.466074305720275,0.21311232995224394,0.2990966836638811
Methylphenidate HCl,2016,65313840.410000004,86882642.55,1486442,18156151.180000007,14795359.546999991,334222,0.466074305720275,0.21311232995224394,0.2990966836638811
Methylphenidate HCl,2017,57111637.370000005,84220528.66,1451660,18156151.180000007,14795359.546999991,334222,0.466074305720275,0.21311232995224394,0.2990966836638811
Methylphenidate HCl CD,2013,35056519.76,6958615.8719999995,221169,-877649.4799999967,1773588.1280000005,59618,-0.025035271213698973,0.2548765674990834,0.2695585728560512
Methylphenidate HCl CD,2014,43986507.2,8249724.466,264397,-877649.4799999967,1773588.1280000005,59618,-0.025035271213698973,0.2548765674990834,0.2695585728560512
Methylphenidate HCl CD,2015,49004086.97,8455932.509,270148,-877649.4799999967,1773588.1280000005,59618,-0.025035271213698973,0.2548765674990834,0.2695585728560512
Methylphenidate HCl CD,2016,45970587.99,9169805,294210,-877649.4799999967,1773588.1280000005,59618,-0.025035271213698973,0.2548765674990834,0.2695585728560512
Methylphenidate HCl CD,2017,34178870.28,8732204,280787,-877649.4799999967,1773588.1280000005,59618,-0.025035271213698973,0.2548765674990834,0.2695585728560512
Methylphenidate La,2013,10533429.9,2620170.205,78040,-8357935.11,-2113839.205,-62083,-0.7934675779254011,-0.8067564469537962,-0.7955279343926192
Methylphenidate La,2014,13252947.64,3035846.004,91199,-8357935.11,-2113839.205,-62083,-0.7934675779254011,-0.8067564469537962,-0.7955279343926192
Methylphenidate La,2015,13074309.69,3048023.004,92581,-8357935.11,-2113839.205,-62083,-0.7934675779254011,-0.8067564469537962,-0.7955279343926192
Methylphenidate La,2016,9189001.709999999,2130747,65824,-8357935.11,-2113839.205,-62083,-0.7934675779254011,-0.8067564469537962,-0.7955279343926192
Methylphenidate La,2017,2175494.79,506331,15957,-8357935.11,-2113839.205,-62083,-0.7934675779254011,-0.8067564469537962,-0.7955279343926192
Methylprednisolone,2013,22210646.2,20978698.267,965793,4415683.520000003,16102837.803,771050,0.19880932235100857,0.7675804093302658,0.7983594828291363
Methylprednisolone,2014,26655030.830000002,25416651.742,1182336,4415683.520000003,16102837.803,771050,0.19880932235100857,0.7675804093302658,0.7983594828291363
Methylprednisolone,2015,30658930.36,32224621.802,1497942,4415683.520000003,16102837.803,771050,0.19880932235100857,0.7675804093302658,0.7983594828291363
Methylprednisolone,2016,30736268.21,36257486.55,1686974,4415683.520000003,16102837.803,771050,0.19880932235100857,0.7675804093302658,0.7983594828291363
Methylprednisolone,2017,26626329.720000003,37081536.07,1736843,4415683.520000003,16102837.803,771050,0.19880932235100857,0.7675804093302658,0.7983594828291363
Methylprednisolone Acetate,2013,789916.73,120672.194,84079,2173830.14,-11950.95700000001,-11225,2.751973793490866,-0.09903654358020542,-0.13350539373684278
Methylprednisolone Acetate,2014,932787.45,149940.023,96626,2173830.14,-11950.95700000001,-11225,2.751973793490866,-0.09903654358020542,-0.13350539373684278
Methylprednisolone Acetate,2015,1482893.9,209160.078,105460,2173830.14,-11950.95700000001,-11225,2.751973793490866,-0.09903654358020542,-0.13350539373684278
Methylprednisolone Acetate,2016,2376353.0500000003,126274.014,80061,2173830.14,-11950.95700000001,-11225,2.751973793490866,-0.09903654358020542,-0.13350539373684278
Methylprednisolone Acetate,2017,2963746.87,108721.237,72854,2173830.14,-11950.95700000001,-11225,2.751973793490866,-0.09903654358020542,-0.13350539373684278
Methylprednisolone Sodium Succ*,2013,572675.57,16749.694,9873,2837503.14,28552.117000000002,18155,4.954817856120526,1.704635141394225,1.8388534386711233
Methylprednisolone Sodium Succ*,2014,553987.43,41959.755,14707,2837503.14,28552.117000000002,18155,4.954817856120526,1.704635141394225,1.8388534386711233
Methylprednisolone Sodium Succ*,2015,581282.49,100901.956,19086,2837503.14,28552.117000000002,18155,4.954817856120526,1.704635141394225,1.8388534386711233
Methylprednisolone Sodium Succ*,2016,1360807.44,44799.12,23273,2837503.14,28552.117000000002,18155,4.954817856120526,1.704635141394225,1.8388534386711233
Methylprednisolone Sodium Succ*,2017,3410178.71,45301.811,28028,2837503.14,28552.117000000002,18155,4.954817856120526,1.704635141394225,1.8388534386711233
Metoclopramide HCl*,2013,6458983.83,48068555.387,554157,9123464.309999999,10391302.016999997,347683,1.4125231692985984,0.21617670706638914,0.627408839011327
Metoclopramide HCl*,2014,6246604.05,54517189.543,653169,9123464.309999999,10391302.016999997,347683,1.4125231692985984,0.21617670706638914,0.627408839011327
Metoclopramide HCl*,2015,10967912.07,60827615.017000005,849340,9123464.309999999,10391302.016999997,347683,1.4125231692985984,0.21617670706638914,0.627408839011327
Metoclopramide HCl*,2016,10787827.14,62543853.602,908780,9123464.309999999,10391302.016999997,347683,1.4125231692985984,0.21617670706638914,0.627408839011327
Metoclopramide HCl*,2017,15582448.139999999,58459857.404,901840,9123464.309999999,10391302.016999997,347683,1.4125231692985984,0.21617670706638914,0.627408839011327
Metolazone,2013,2210402.7600000002,2930713.61,102317,2119166.5399999996,280783.9250000003,19669,0.9587241648214371,0.0958073569665514,0.19223589432841082
Metolazone,2014,2717886.85,2842357.8639999996,101854,2119166.5399999996,280783.9250000003,19669,0.9587241648214371,0.0958073569665514,0.19223589432841082
Metolazone,2015,4038896.75,3233849.246,112547,2119166.5399999996,280783.9250000003,19669,0.9587241648214371,0.0958073569665514,0.19223589432841082
Metolazone,2016,4578864.21,3373899.286,118674,2119166.5399999996,280783.9250000003,19669,0.9587241648214371,0.0958073569665514,0.19223589432841082
Metolazone,2017,4329569.3,3211497.535,121986,2119166.5399999996,280783.9250000003,19669,0.9587241648214371,0.0958073569665514,0.19223589432841082
Metoprolol Succinate,2013,39121064.2,47342579.529,1311031,23126954.519999996,83026782.251,2351335,0.5911637373095795,1.7537443687482517,1.7935006876267607
Metoprolol Succinate,2014,43196479.25,60933765.957,1750885,23126954.519999996,83026782.251,2351335,0.5911637373095795,1.7537443687482517,1.7935006876267607
Metoprolol Succinate,2015,53997041.53,89224939.082,2530278,23126954.519999996,83026782.251,2351335,0.5911637373095795,1.7537443687482517,1.7935006876267607
Metoprolol Succinate,2016,61107181.800000004,114620225.95,3218972,23126954.519999996,83026782.251,2351335,0.5911637373095795,1.7537443687482517,1.7935006876267607
Metoprolol Succinate,2017,62248018.72,130369361.78,3662366,23126954.519999996,83026782.251,2351335,0.5911637373095795,1.7537443687482517,1.7935006876267607
Metoprolol Tartrate*,2013,15336958.44,164942145.863,2840135,3926412.2299999986,76879671.87099999,1214320,0.256009836980428,0.46610083474272135,0.42755714076971696
Metoprolol Tartrate*,2014,15919102.340000002,191636107.146,3296716,3926412.2299999986,76879671.87099999,1214320,0.256009836980428,0.46610083474272135,0.42755714076971696
Metoprolol Tartrate*,2015,17679473.259999998,238305193.891,4016567,3926412.2299999986,76879671.87099999,1214320,0.256009836980428,0.46610083474272135,0.42755714076971696
Metoprolol Tartrate*,2016,17469665.02,247994347.606,4168522,3926412.2299999986,76879671.87099999,1214320,0.256009836980428,0.46610083474272135,0.42755714076971696
Metoprolol Tartrate*,2017,19263370.669999998,241821817.734,4054455,3926412.2299999986,76879671.87099999,1214320,0.256009836980428,0.46610083474272135,0.42755714076971696
Metoprolol-Hydrochlorothiazide,2013,476168.21,392572.745,11523,39419.53999999998,131270.255,3145,0.08278490493937007,0.33438453553366276,0.2729323960774104
Metoprolol-Hydrochlorothiazide,2014,430783.51,346706,10023,39419.53999999998,131270.255,3145,0.08278490493937007,0.33438453553366276,0.2729323960774104
Metoprolol-Hydrochlorothiazide,2015,545424,490623,13843,39419.53999999998,131270.255,3145,0.08278490493937007,0.33438453553366276,0.2729323960774104
Metoprolol-Hydrochlorothiazide,2016,598083.65,575562,16221,39419.53999999998,131270.255,3145,0.08278490493937007,0.33438453553366276,0.2729323960774104
Metoprolol-Hydrochlorothiazide,2017,515587.75,523843,14668,39419.53999999998,131270.255,3145,0.08278490493937007,0.33438453553366276,0.2729323960774104
Metro IV,2013,30189.06,298090.5,619,201672.99,-76495,1760,6.680333538043251,-0.25661669862005,2.8432956381260097
Metro IV,2014,13542.02,271891,693,201672.99,-76495,1760,6.680333538043251,-0.25661669862005,2.8432956381260097
Metro IV,2015,61646.63,368255.5,1153,201672.99,-76495,1760,6.680333538043251,-0.25661669862005,2.8432956381260097
Metro IV,2016,72572.17,337638.01,1095,201672.99,-76495,1760,6.680333538043251,-0.25661669862005,2.8432956381260097
Metro IV,2017,231862.05,221595.5,2379,201672.99,-76495,1760,6.680333538043251,-0.25661669862005,2.8432956381260097
Metrocream,2013,41769.72,6480,144,113614.42000000001,5991,166,2.720018712119689,0.9245370370370369,1.1527777777777777
Metrocream,2014,103263.81,11580,250,113614.42000000001,5991,166,2.720018712119689,0.9245370370370369,1.1527777777777777
Metrocream,2015,149144.79,14820,324,113614.42000000001,5991,166,2.720018712119689,0.9245370370370369,1.1527777777777777
Metrocream,2016,90680.47,7568,176,113614.42000000001,5991,166,2.720018712119689,0.9245370370370369,1.1527777777777777
Metrocream,2017,155384.14,12471,310,113614.42000000001,5991,166,2.720018712119689,0.9245370370370369,1.1527777777777777
Metrogel,2013,2822367.55,668498,11157,-2307141.36,-585603,-9769,-0.8174489392779477,-0.8759981331282966,-0.8755937976158465
Metrogel,2014,630382.57,136129.4,2270,-2307141.36,-585603,-9769,-0.8174489392779477,-0.8759981331282966,-0.8755937976158465
Metrogel,2015,409185.09,76011,1261,-2307141.36,-585603,-9769,-0.8174489392779477,-0.8759981331282966,-0.8755937976158465
Metrogel,2016,486437.35,82870,1388,-2307141.36,-585603,-9769,-0.8174489392779477,-0.8759981331282966,-0.8755937976158465
Metrogel,2017,515226.19,82895,1388,-2307141.36,-585603,-9769,-0.8174489392779477,-0.8759981331282966,-0.8755937976158465
Metrogel-Vaginal,2013,173375.1,269124.519,3834,-95083.58,-245688.56499999997,-3143,-0.5484269655792556,-0.9129178044160294,-0.8197704747000522
Metrogel-Vaginal,2014,1437160.78,1089883.411,15757,-95083.58,-245688.56499999997,-3143,-0.5484269655792556,-0.9129178044160294,-0.8197704747000522
Metrogel-Vaginal,2015,5342346.64,1810611.792,24068,-95083.58,-245688.56499999997,-3143,-0.5484269655792556,-0.9129178044160294,-0.8197704747000522
Metrogel-Vaginal,2016,819398.09,260757.601,4409,-95083.58,-245688.56499999997,-3143,-0.5484269655792556,-0.9129178044160294,-0.8197704747000522
Metrogel-Vaginal,2017,78291.52,23435.954,691,-95083.58,-245688.56499999997,-3143,-0.5484269655792556,-0.9129178044160294,-0.8197704747000522
Metrolotion,2013,33603.75,4544,76,32450.910000000003,473,11,0.9656931146077448,0.10409330985915499,0.14473684210526305
Metrolotion,2014,39746.64,4543,77,32450.910000000003,473,11,0.9656931146077448,0.10409330985915499,0.14473684210526305
Metrolotion,2015,48820.99,4603,78,32450.910000000003,473,11,0.9656931146077448,0.10409330985915499,0.14473684210526305
Metrolotion,2016,59023.28,4898,83,32450.910000000003,473,11,0.9656931146077448,0.10409330985915499,0.14473684210526305
Metrolotion,2017,66054.66,5017,87,32450.910000000003,473,11,0.9656931146077448,0.10409330985915499,0.14473684210526305
Metronidazole,2013,332890.64,2681375.5999999996,4827,566663.52,450716.0700000003,3194,1.7022512858877619,0.16809135952456655,0.6616946343484567
Metronidazole,2014,212082.14,2346971.2989999996,5241,566663.52,450716.0700000003,3194,1.7022512858877619,0.16809135952456655,0.6616946343484567
Metronidazole,2015,477439.68,3563855.142,9763,566663.52,450716.0700000003,3194,1.7022512858877619,0.16809135952456655,0.6616946343484567
Metronidazole,2016,500287.52,3418224.191,9169,566663.52,450716.0700000003,3194,1.7022512858877619,0.16809135952456655,0.6616946343484567
Metronidazole,2017,899554.16,3132091.67,8021,566663.52,450716.0700000003,3194,1.7022512858877619,0.16809135952456655,0.6616946343484567
Metronidazole*,2013,30448301.3,50350621.746,1622957,50903828.86,32145139.299000002,1430111,1.671811782156793,0.6384258661424316,0.8811761494605217
Metronidazole*,2014,34295546.06,51276683.369,1709258,50903828.86,32145139.299000002,1430111,1.671811782156793,0.6384258661424316,0.8811761494605217
Metronidazole*,2015,61535873.35,80937521.09,2728947,50903828.86,32145139.299000002,1430111,1.671811782156793,0.6384258661424316,0.8811761494605217
Metronidazole*,2016,87323976.17,94228273.109,3017332,50903828.86,32145139.299000002,1430111,1.671811782156793,0.6384258661424316,0.8811761494605217
Metronidazole*,2017,81352130.16,82495761.045,3053068,50903828.86,32145139.299000002,1430111,1.671811782156793,0.6384258661424316,0.8811761494605217
Mexiletine HCl,2013,286576.67,497241.501,6103,761869.8999999999,498377.92600000004,5794,2.6585203184892894,1.0022854588720262,0.9493691627068654
Mexiletine HCl,2014,404197.02,627050.72,7434,761869.8999999999,498377.92600000004,5794,2.6585203184892894,1.0022854588720262,0.9493691627068654
Mexiletine HCl,2015,690261.39,1137603.227,9065,761869.8999999999,498377.92600000004,5794,2.6585203184892894,1.0022854588720262,0.9493691627068654
Mexiletine HCl,2016,852880.86,1238750.634,10582,761869.8999999999,498377.92600000004,5794,2.6585203184892894,1.0022854588720262,0.9493691627068654
Mexiletine HCl,2017,1048446.57,995619.427,11897,761869.8999999999,498377.92600000004,5794,2.6585203184892894,1.0022854588720262,0.9493691627068654
Micardis,2013,5660866.66,1234256.17,37754,-4538306.29,-1051381.67,-31832,-0.8016981431602913,-0.8518342428055271,-0.84314244848228
Micardis,2014,2797292.43,564258,16818,-4538306.29,-1051381.67,-31832,-0.8016981431602913,-0.8518342428055271,-0.84314244848228
Micardis,2015,2050922.91,371673,11032,-4538306.29,-1051381.67,-31832,-0.8016981431602913,-0.8518342428055271,-0.84314244848228
Micardis,2016,1554930.53,272371,8453,-4538306.29,-1051381.67,-31832,-0.8016981431602913,-0.8518342428055271,-0.84314244848228
Micardis,2017,1122560.37,182874.5,5922,-4538306.29,-1051381.67,-31832,-0.8016981431602913,-0.8518342428055271,-0.84314244848228
Micardis HCT,2013,3933139.33,859247.64,26760,-3364190.18,-765562.64,-23812,-0.8553447762045083,-0.8909685687353183,-0.8898355754857997
Micardis HCT,2014,1960171.77,397864,12225,-3364190.18,-765562.64,-23812,-0.8553447762045083,-0.8909685687353183,-0.8898355754857997
Micardis HCT,2015,1050262.22,190622,5847,-3364190.18,-765562.64,-23812,-0.8553447762045083,-0.8909685687353183,-0.8898355754857997
Micardis HCT,2016,815210.94,138824,4370,-3364190.18,-765562.64,-23812,-0.8553447762045083,-0.8909685687353183,-0.8898355754857997
Micardis HCT,2017,568949.15,93685,2948,-3364190.18,-765562.64,-23812,-0.8553447762045083,-0.8909685687353183,-0.8898355754857997
Miconazole 3,2013,248622.08,259964.126,5613,63829.67000000001,-238156.985,1460,0.256733714077205,-0.9161148065483466,0.260110457865669
Miconazole 3,2014,275413.4,18685.414,6032,63829.67000000001,-238156.985,1460,0.256733714077205,-0.9161148065483466,0.260110457865669
Miconazole 3,2015,299829.81,20783.302,6677,63829.67000000001,-238156.985,1460,0.256733714077205,-0.9161148065483466,0.260110457865669
Miconazole 3,2016,333014.7,23075.193,7386,63829.67000000001,-238156.985,1460,0.256733714077205,-0.9161148065483466,0.260110457865669
Miconazole 3,2017,312451.75,21807.141,7073,63829.67000000001,-238156.985,1460,0.256733714077205,-0.9161148065483466,0.260110457865669
Micrhogam Ultra-Filtered Plus,2013,38248.79,898.98,838,293459.99000000005,900.479,868,7.672399309886666,1.0016674453269263,1.035799522673031
Micrhogam Ultra-Filtered Plus,2014,40262.51,2535.678,985,293459.99000000005,900.479,868,7.672399309886666,1.0016674453269263,1.035799522673031
Micrhogam Ultra-Filtered Plus,2015,70870.61,1249.076,1175,293459.99000000005,900.479,868,7.672399309886666,1.0016674453269263,1.035799522673031
Micrhogam Ultra-Filtered Plus,2016,87234.02,991.546,942,293459.99000000005,900.479,868,7.672399309886666,1.0016674453269263,1.035799522673031
Micrhogam Ultra-Filtered Plus,2017,331708.78,1799.459,1706,293459.99000000005,900.479,868,7.672399309886666,1.0016674453269263,1.035799522673031
Midazolam HCl,2013,6703155.74,327896.36600000004,86615,20040181.299999997,435777.231,144775,2.9896636863758737,1.329009029029617,1.6714772268082894
Midazolam HCl,2014,5866420.489999999,347181.49,123358,20040181.299999997,435777.231,144775,2.9896636863758737,1.329009029029617,1.6714772268082894
Midazolam HCl,2015,15487629.33,843174.889,219821,20040181.299999997,435777.231,144775,2.9896636863758737,1.329009029029617,1.6714772268082894
Midazolam HCl,2016,14930253.27,804229.951,242112,20040181.299999997,435777.231,144775,2.9896636863758737,1.329009029029617,1.6714772268082894
Midazolam HCl,2017,26743337.04,763673.5970000001,231390,20040181.299999997,435777.231,144775,2.9896636863758737,1.329009029029617,1.6714772268082894
Midazolam HCl*,2013,8440412.02,328254.708,57263,9369752.600000001,414865.696,97148,1.1101060680210728,1.2638529955220017,1.696523060265791
Midazolam HCl*,2014,7034391.83,428919.398,81495,9369752.600000001,414865.696,97148,1.1101060680210728,1.2638529955220017,1.696523060265791
Midazolam HCl*,2015,13377110.7,1027775.255,144426,9369752.600000001,414865.696,97148,1.1101060680210728,1.2638529955220017,1.696523060265791
Midazolam HCl*,2016,13150910.15,701777.7139999999,163090,9369752.600000001,414865.696,97148,1.1101060680210728,1.2638529955220017,1.696523060265791
Midazolam HCl*,2017,17810164.62,743120.404,154411,9369752.600000001,414865.696,97148,1.1101060680210728,1.2638529955220017,1.696523060265791
Midodrine HCl,2013,4294404,3869153.312,48928,1740744.6100000003,4505784.171,60525,0.40535185092040726,1.1645400964147683,1.237021746239372
Midodrine HCl,2014,4720543.92,4589862.261,58363,1740744.6100000003,4505784.171,60525,0.40535185092040726,1.1645400964147683,1.237021746239372
Midodrine HCl,2015,6614711.36,5816796.906,73814,1740744.6100000003,4505784.171,60525,0.40535185092040726,1.1645400964147683,1.237021746239372
Midodrine HCl,2016,6297311.48,7164127.902,91488,1740744.6100000003,4505784.171,60525,0.40535185092040726,1.1645400964147683,1.237021746239372
Midodrine HCl,2017,6035148.61,8374937.483,109453,1740744.6100000003,4505784.171,60525,0.40535185092040726,1.1645400964147683,1.237021746239372
Mifeprex,2013,289932.03,2680,2623,2288552.3,18847,18618,7.893409707095831,7.032462686567165,7.0979794128860085
Mifeprex,2014,336952.44,3850,3682,2288552.3,18847,18618,7.893409707095831,7.032462686567165,7.0979794128860085
Mifeprex,2015,1770742.25,17091,17401,2288552.3,18847,18618,7.893409707095831,7.032462686567165,7.0979794128860085
Mifeprex,2016,2998147.61,24795.57,24030,2288552.3,18847,18618,7.893409707095831,7.032462686567165,7.0979794128860085
Mifeprex,2017,2578484.33,21527,21241,2288552.3,18847,18618,7.893409707095831,7.032462686567165,7.0979794128860085
Migranal,2013,3434283.11,20515,2564,-1838645.65,-15477,-1925,-0.5353797549905546,-0.7544235924932976,-0.750780031201248
Migranal,2014,3665230.97,13963.048,1747,-1838645.65,-15477,-1925,-0.5353797549905546,-0.7544235924932976,-0.750780031201248
Migranal,2015,4200433.51,11554,1434,-1838645.65,-15477,-1925,-0.5353797549905546,-0.7544235924932976,-0.750780031201248
Migranal,2016,3349439.71,9391,1174,-1838645.65,-15477,-1925,-0.5353797549905546,-0.7544235924932976,-0.750780031201248
Migranal,2017,1595637.46,5038,639,-1838645.65,-15477,-1925,-0.5353797549905546,-0.7544235924932976,-0.750780031201248
Milrinone In 5% Dextrose,2013,675917.33,1665904,1292,296210.94000000006,2615555.63,2117,0.43823545698998445,1.5700518337191096,1.638544891640867
Milrinone In 5% Dextrose,2014,796536.85,1752400.5,1547,296210.94000000006,2615555.63,2117,0.43823545698998445,1.5700518337191096,1.638544891640867
Milrinone In 5% Dextrose,2015,1502575.51,2878709.1,2542,296210.94000000006,2615555.63,2117,0.43823545698998445,1.5700518337191096,1.638544891640867
Milrinone In 5% Dextrose,2016,1602060.0499999998,3351530.762,2770,296210.94000000006,2615555.63,2117,0.43823545698998445,1.5700518337191096,1.638544891640867
Milrinone In 5% Dextrose,2017,972128.27,4281459.63,3409,296210.94000000006,2615555.63,2117,0.43823545698998445,1.5700518337191096,1.638544891640867
Milrinone Lactate,2013,5339096.63,2898105.5209999997,6613,1648429.54,2437950.1440000003,13416,0.30874690125246906,0.8412220073887366,2.028731286859217
Milrinone Lactate,2014,6394540.15,2757775.335,7427,1648429.54,2437950.1440000003,13416,0.30874690125246906,0.8412220073887366,2.028731286859217
Milrinone Lactate,2015,5779933.45,3236665.421,9856,1648429.54,2437950.1440000003,13416,0.30874690125246906,0.8412220073887366,2.028731286859217
Milrinone Lactate,2016,8357233.49,4326988.18,12877,1648429.54,2437950.1440000003,13416,0.30874690125246906,0.8412220073887366,2.028731286859217
Milrinone Lactate,2017,6987526.17,5336055.665,20029,1648429.54,2437950.1440000003,13416,0.30874690125246906,0.8412220073887366,2.028731286859217
Mimvey,2013,128986.19,46781.028,1570,215795.18,65530.972,2161,1.6730099555619091,1.4008023081493635,1.376433121019108
Mimvey,2014,233247.6,72864,2420,215795.18,65530.972,2161,1.6730099555619091,1.4008023081493635,1.376433121019108
Mimvey,2015,311870.08,91089,3081,215795.18,65530.972,2161,1.6730099555619091,1.4008023081493635,1.376433121019108
Mimvey,2016,369739.55,112857,3692,215795.18,65530.972,2161,1.6730099555619091,1.4008023081493635,1.376433121019108
Mimvey,2017,344781.37,112312,3731,215795.18,65530.972,2161,1.6730099555619091,1.4008023081493635,1.376433121019108
Minivelle,2013,253231.35,28069,3276,954362.68,39178,4443,3.768738270360285,1.3957746980654817,1.3562271062271063
Minivelle,2014,1023422.58,93184,10957,954362.68,39178,4443,3.768738270360285,1.3957746980654817,1.3562271062271063
Minivelle,2015,1107171.8,88563,10496,954362.68,39178,4443,3.768738270360285,1.3957746980654817,1.3562271062271063
Minivelle,2016,1226411.39,83553,9788,954362.68,39178,4443,3.768738270360285,1.3957746980654817,1.3562271062271063
Minivelle,2017,1207594.03,67247,7719,954362.68,39178,4443,3.768738270360285,1.3957746980654817,1.3562271062271063
Minocycline HCl,2013,10012696.97,20083251.894,452484,3236517.1899999995,1435786.5259999968,23864,0.32324130049049105,0.07149173518203722,0.052739986386258986
Minocycline HCl,2014,12020585.57,23365793.862999998,535577,3236517.1899999995,1435786.5259999968,23864,0.32324130049049105,0.07149173518203722,0.052739986386258986
Minocycline HCl,2015,15364545.870000001,26088511.968000002,585593,3236517.1899999995,1435786.5259999968,23864,0.32324130049049105,0.07149173518203722,0.052739986386258986
Minocycline HCl,2016,15572645.62,25887530.287,576046,3236517.1899999995,1435786.5259999968,23864,0.32324130049049105,0.07149173518203722,0.052739986386258986
Minocycline HCl,2017,13249214.16,21519038.419999998,476348,3236517.1899999995,1435786.5259999968,23864,0.32324130049049105,0.07149173518203722,0.052739986386258986
Minocycline HCl ER,2013,170732.37,16122,550,206635.61,9351,259,1.2102895894902646,0.5800148864905099,0.47090909090909094
Minocycline HCl ER,2014,152278.72,16711,562,206635.61,9351,259,1.2102895894902646,0.5800148864905099,0.47090909090909094
Minocycline HCl ER,2015,235968.8,20538,672,206635.61,9351,259,1.2102895894902646,0.5800148864905099,0.47090909090909094
Minocycline HCl ER,2016,400201.09,29157,949,206635.61,9351,259,1.2102895894902646,0.5800148864905099,0.47090909090909094
Minocycline HCl ER,2017,377367.98,25473,809,206635.61,9351,259,1.2102895894902646,0.5800148864905099,0.47090909090909094
Minoxidil,2013,1006956.09,3028398.2120000003,46094,-218594.24999999988,131017.28799999971,3411,-0.21708419281718616,0.04326289966783259,0.07400095457109379
Minoxidil,2014,871699.7,2833556.871,44336,-218594.24999999988,131017.28799999971,3411,-0.21708419281718616,0.04326289966783259,0.07400095457109379
Minoxidil,2015,925651.44,3142603.196,48276,-218594.24999999988,131017.28799999971,3411,-0.21708419281718616,0.04326289966783259,0.07400095457109379
Minoxidil,2016,834778.27,3231751.2,49989,-218594.24999999988,131017.28799999971,3411,-0.21708419281718616,0.04326289966783259,0.07400095457109379
Minoxidil,2017,788361.8400000001,3159415.5,49505,-218594.24999999988,131017.28799999971,3411,-0.21708419281718616,0.04326289966783259,0.07400095457109379
Miochol-E,2013,13512.6,131.5,104,-5670.530000000001,149,115,-0.4196475881769608,1.1330798479087454,1.1057692307692308
Miochol-E,2014,7898.75,98,63,-5670.530000000001,149,115,-0.4196475881769608,1.1330798479087454,1.1057692307692308
Miochol-E,2015,13741.33,406.6,143,-5670.530000000001,149,115,-0.4196475881769608,1.1330798479087454,1.1057692307692308
Miochol-E,2016,10584.83,223,193,-5670.530000000001,149,115,-0.4196475881769608,1.1330798479087454,1.1057692307692308
Miochol-E,2017,7842.07,280.5,219,-5670.530000000001,149,115,-0.4196475881769608,1.1330798479087454,1.1057692307692308
Mirapex,2013,410410.28,95758.97,1555,-374439.2,-87395.97,-1415,-0.9123533650277961,-0.9126661450097051,-0.909967845659164
Mirapex,2014,326344.83,67619,1024,-374439.2,-87395.97,-1415,-0.9123533650277961,-0.9126661450097051,-0.909967845659164
