Brand Name,Year,brandspend,branddose,brandclaims,brandbens,nomchngspend,nomchngdose,nomchngclaims,nomchngbens,perchngspend,perchngdose,perchngclaims,perchngbens
Atrovent HFA,2015,114815099.6,5646200.028,355896,104199,20538745.10000001,-1304453.7189999996,-76501,-26719,0.19255087858238817,-0.21023164755719134,-0.19794502116560925,-0.23098335854765506
Atrovent HFA,2016,122397932.2,5249500.602,333049,98342,20538745.10000001,-1304453.7189999996,-76501,-26719,0.19255087858238817,-0.21023164755719134,-0.19794502116560925,-0.23098335854765506
Atrovent HFA,2017,127205332.4,4900386.2,309975,88956,20538745.10000001,-1304453.7189999996,-76501,-26719,0.19255087858238817,-0.21023164755719134,-0.19794502116560925,-0.23098335854765506
Aubagio,2013,65024385.99,467960,15139,2987,498780257.40999997,2101448,58780,7528,7.670664625525362,4.490657321138559,3.8826870995442233,2.5202544358888517
Aubagio,2014,166377476.9,974362,30588,4693,498780257.40999997,2101448,58780,7528,7.670664625525362,4.490657321138559,3.8826870995442233,2.5202544358888517
Aubagio,2015,292038853.4,1549659,46263,6909,498780257.40999997,2101448,58780,7528,7.670664625525362,4.490657321138559,3.8826870995442233,2.5202544358888517
Aubagio,2016,450259265.4,2162266,63507,9267,498780257.40999997,2101448,58780,7528,7.670664625525362,4.490657321138559,3.8826870995442233,2.5202544358888517
Aubagio,2017,563804643.4,2569408,73919,10515,498780257.40999997,2101448,58780,7528,7.670664625525362,4.490657321138559,3.8826870995442233,2.5202544358888517
Augmentin,2013,136773.1,12066,572,380,-129018.76000000001,-10763,-493,-307,-0.9433050797269347,-0.8920106083209017,-0.8618881118881119,-0.8078947368421052
Augmentin,2014,346347.89,10553,511,383,-129018.76000000001,-10763,-493,-307,-0.9433050797269347,-0.8920106083209017,-0.8618881118881119,-0.8078947368421052
Augmentin,2015,266812.86,5451,289,246,-129018.76000000001,-10763,-493,-307,-0.9433050797269347,-0.8920106083209017,-0.8618881118881119,-0.8078947368421052
Augmentin,2016,47984.02,1323,84,76,-129018.76000000001,-10763,-493,-307,-0.9433050797269347,-0.8920106083209017,-0.8618881118881119,-0.8078947368421052
Augmentin,2017,7754.34,1303,79,73,-129018.76000000001,-10763,-493,-307,-0.9433050797269347,-0.8920106083209017,-0.8618881118881119,-0.8078947368421052
Autoshield Duo Pen Needle,2013,3075297.61,4989433,57107,17117,6398066.33,9573419.35,84699,18601,2.0804706215084012,1.9187389328607078,1.4831631848985238,1.0866974352982415
Autoshield Duo Pen Needle,2014,3616053.07,5932874,64089,19006,6398066.33,9573419.35,84699,18601,2.0804706215084012,1.9187389328607078,1.4831631848985238,1.0866974352982415
Autoshield Duo Pen Needle,2015,5629463.05,9356320,95332,28451,6398066.33,9573419.35,84699,18601,2.0804706215084012,1.9187389328607078,1.4831631848985238,1.0866974352982415
Autoshield Duo Pen Needle,2016,7802010.48,12804919.47,125906,33284,6398066.33,9573419.35,84699,18601,2.0804706215084012,1.9187389328607078,1.4831631848985238,1.0866974352982415
Autoshield Duo Pen Needle,2017,9473363.94,14562852.35,141806,35718,6398066.33,9573419.35,84699,18601,2.0804706215084012,1.9187389328607078,1.4831631848985238,1.0866974352982415
Autoshield Pen Needle,2013,801554.01,1598362,11714,3973,-782597.95,-1558716,-11414,-3832,-0.9763508637427938,-0.9751958567583564,-0.9743896192590064,-0.9645104455071735
Autoshield Pen Needle,2014,799205.19,1604410,11624,3808,-782597.95,-1558716,-11414,-3832,-0.9763508637427938,-0.9751958567583564,-0.9743896192590064,-0.9645104455071735
Autoshield Pen Needle,2015,114553.83,234461,1709,1040,-782597.95,-1558716,-11414,-3832,-0.9763508637427938,-0.9751958567583564,-0.9743896192590064,-0.9645104455071735
Autoshield Pen Needle,2016,26786.11,55689,443,227,-782597.95,-1558716,-11414,-3832,-0.9763508637427938,-0.9751958567583564,-0.9743896192590064,-0.9645104455071735
Autoshield Pen Needle,2017,18956.06,39646,300,141,-782597.95,-1558716,-11414,-3832,-0.9763508637427938,-0.9751958567583564,-0.9743896192590064,-0.9645104455071735
Avalide,2013,1238986.25,320279,5777,1645,608957.8300000001,-64461,-1335,-797,0.49149684268086113,-0.20126514695000297,-0.23108880041544055,-0.4844984802431611
Avalide,2014,1967133.7,422756,7828,1734,608957.8300000001,-64461,-1335,-797,0.49149684268086113,-0.20126514695000297,-0.23108880041544055,-0.4844984802431611
Avalide,2015,2139579.96,369796,7002,1321,608957.8300000001,-64461,-1335,-797,0.49149684268086113,-0.20126514695000297,-0.23108880041544055,-0.4844984802431611
Avalide,2016,1959400.61,288329,5311,1047,608957.8300000001,-64461,-1335,-797,0.49149684268086113,-0.20126514695000297,-0.23108880041544055,-0.4844984802431611
Avalide,2017,1847944.08,255818,4442,848,608957.8300000001,-64461,-1335,-797,0.49149684268086113,-0.20126514695000297,-0.23108880041544055,-0.4844984802431611
Avapro,2013,2428145.23,684422,13368,5469,2309360.72,52003,-276,-2974,0.9510801460586442,0.07598090067239217,-0.02064631956912029,-0.5437922837813128
Avapro,2014,4235709.33,993299,20128,5689,2309360.72,52003,-276,-2974,0.9510801460586442,0.07598090067239217,-0.02064631956912029,-0.5437922837813128
Avapro,2015,5063804.98,978248,19557,4329,2309360.72,52003,-276,-2974,0.9510801460586442,0.07598090067239217,-0.02064631956912029,-0.5437922837813128
Avapro,2016,4780542.87,783108,14666,2985,2309360.72,52003,-276,-2974,0.9510801460586442,0.07598090067239217,-0.02064631956912029,-0.5437922837813128
Avapro,2017,4737505.95,736425,13092,2495,2309360.72,52003,-276,-2974,0.9510801460586442,0.07598090067239217,-0.02064631956912029,-0.5437922837813128
Avastin,2013,18532135.75,115586.39,3727,831,5466608.640000001,8866.653999999995,236,-37,0.2949799587994061,0.07671019053367784,0.0633217064663268,-0.044524669073405534
Avastin,2014,21120296.92,127053.3,4182,844,5466608.640000001,8866.653999999995,236,-37,0.2949799587994061,0.07671019053367784,0.0633217064663268,-0.044524669073405534
Avastin,2015,22332388.98,128860,4205,925,5466608.640000001,8866.653999999995,236,-37,0.2949799587994061,0.07671019053367784,0.0633217064663268,-0.044524669073405534
Avastin,2016,24781798,137343.25,4594,892,5466608.640000001,8866.653999999995,236,-37,0.2949799587994061,0.07671019053367784,0.0633217064663268,-0.044524669073405534
Avastin,2017,23998744.39,124453.044,3963,794,5466608.640000001,8866.653999999995,236,-37,0.2949799587994061,0.07671019053367784,0.0633217064663268,-0.044524669073405534
Avelox,2013,62852976.63,2842652.593,338102,268024,-62789494.910000004,-2840353.593,-337893,-267899,-0.9989899966015341,-0.9991912483411932,-0.9993818433490486,-0.9995336238545802
Avelox,2014,14528994.57,569587.33,66394,57940,-62789494.910000004,-2840353.593,-337893,-267899,-0.9989899966015341,-0.9991912483411932,-0.9993818433490486,-0.9995336238545802
Avelox,2015,782895.82,30246,2754,2061,-62789494.910000004,-2840353.593,-337893,-267899,-0.9989899966015341,-0.9991912483411932,-0.9993818433490486,-0.9995336238545802
Avelox,2016,171134.11,6140,482,299,-62789494.910000004,-2840353.593,-337893,-267899,-0.9989899966015341,-0.9991912483411932,-0.9993818433490486,-0.9995336238545802
Avelox,2017,63481.72,2299,209,125,-62789494.910000004,-2840353.593,-337893,-267899,-0.9989899966015341,-0.9991912483411932,-0.9993818433490486,-0.9995336238545802
Avelox IV,2013,236689.29,1500279.1,1303,702,-197715.80000000002,-1321017.1,-1106,-591,-0.8353390218881471,-0.8805142323185066,-0.8488104374520338,-0.8418803418803419
Avelox IV,2014,172077.48,932254,841,443,-197715.80000000002,-1321017.1,-1106,-591,-0.8353390218881471,-0.8805142323185066,-0.8488104374520338,-0.8418803418803419
Avelox IV,2015,125649.63,631036,559,299,-197715.80000000002,-1321017.1,-1106,-591,-0.8353390218881471,-0.8805142323185066,-0.8488104374520338,-0.8418803418803419
Avelox IV,2016,90715.99,408553,366,192,-197715.80000000002,-1321017.1,-1106,-591,-0.8353390218881471,-0.8805142323185066,-0.8488104374520338,-0.8418803418803419
Avelox IV,2017,38973.49,179262,197,111,-197715.80000000002,-1321017.1,-1106,-591,-0.8353390218881471,-0.8805142323185066,-0.8488104374520338,-0.8418803418803419
Aviane,2013,342985.91,447994,12871,2414,-152445.63999999998,-51054,-3308,-51,-0.44446618813000216,-0.11396134769662093,-0.2570118871882527,-0.02112676056338028
Aviane,2014,267757.69,413010,11728,2220,-152445.63999999998,-51054,-3308,-51,-0.44446618813000216,-0.11396134769662093,-0.2570118871882527,-0.02112676056338028
Aviane,2015,200345.4,362627,10001,2007,-152445.63999999998,-51054,-3308,-51,-0.44446618813000216,-0.11396134769662093,-0.2570118871882527,-0.02112676056338028
Aviane,2016,159480.94,312408,8405,1806,-152445.63999999998,-51054,-3308,-51,-0.44446618813000216,-0.11396134769662093,-0.2570118871882527,-0.02112676056338028
Aviane,2017,190540.27,396940,9563,2363,-152445.63999999998,-51054,-3308,-51,-0.44446618813000216,-0.11396134769662093,-0.2570118871882527,-0.02112676056338028
Avodart,2013,304089872.9,81126386.58,1597103,293722,-296954748.72999996,-79921391.58,-1573788,-287599,-0.976536133538566,-0.9851466945491066,-0.98540169294028,-0.9791537576347703
Avodart,2014,318321406.1,69313926.7,1494976,277616,-296954748.72999996,-79921391.58,-1573788,-287599,-0.976536133538566,-0.9851466945491066,-0.98540169294028,-0.9791537576347703
Avodart,2015,252585668.5,48400877.9,1044439,222734,-296954748.72999996,-79921391.58,-1573788,-287599,-0.976536133538566,-0.9851466945491066,-0.98540169294028,-0.9791537576347703
Avodart,2016,23559119.33,4373971,100044,31840,-296954748.72999996,-79921391.58,-1573788,-287599,-0.976536133538566,-0.9851466945491066,-0.98540169294028,-0.9791537576347703
Avodart,2017,7135124.17,1204995,23315,6123,-296954748.72999996,-79921391.58,-1573788,-287599,-0.976536133538566,-0.9851466945491066,-0.98540169294028,-0.9791537576347703
Axert,2013,2224699.32,73522,5652,1492,-2060438.65,-69676,-5413,-1410,-0.9261650019293394,-0.9476891270640081,-0.9577140835102619,-0.9450402144772118
Axert,2014,2826049.81,83293,6114,1538,-2060438.65,-69676,-5413,-1410,-0.9261650019293394,-0.9476891270640081,-0.9577140835102619,-0.9450402144772118
Axert,2015,2157844.77,57062,4169,1224,-2060438.65,-69676,-5413,-1410,-0.9261650019293394,-0.9476891270640081,-0.9577140835102619,-0.9450402144772118
Axert,2016,444239.49,10513,750,295,-2060438.65,-69676,-5413,-1410,-0.9261650019293394,-0.9476891270640081,-0.9577140835102619,-0.9450402144772118
Axert,2017,164260.67,3846,239,82,-2060438.65,-69676,-5413,-1410,-0.9261650019293394,-0.9476891270640081,-0.9577140835102619,-0.9450402144772118
Axiron,2013,11710145.41,3028846,25846,10367,6022705.780000001,-212461,-3709,-2438,0.5143152001218404,-0.07014585753121816,-0.14350383037994274,-0.23516928716118451
Axiron,2014,16211230.7,3712721,30213,10354,6022705.780000001,-212461,-3709,-2438,0.5143152001218404,-0.07014585753121816,-0.14350383037994274,-0.23516928716118451
Axiron,2015,16211959.91,3206331,24470,7480,6022705.780000001,-212461,-3709,-2438,0.5143152001218404,-0.07014585753121816,-0.14350383037994274,-0.23516928716118451
Axiron,2016,24534604.58,4061835,31361,9267,6022705.780000001,-212461,-3709,-2438,0.5143152001218404,-0.07014585753121816,-0.14350383037994274,-0.23516928716118451
Axiron,2017,17732851.19,2816385,22137,7929,6022705.780000001,-212461,-3709,-2438,0.5143152001218404,-0.07014585753121816,-0.14350383037994274,-0.23516928716118451
Azacitidine,2013,308709.58,634,65,30,2353816.81,6333,636,167,7.624696357009717,9.988958990536277,9.784615384615385,5.566666666666666
Azacitidine,2014,1706552.27,3594,344,105,2353816.81,6333,636,167,7.624696357009717,9.988958990536277,9.784615384615385,5.566666666666666
Azacitidine,2015,2497920.57,5406,495,147,2353816.81,6333,636,167,7.624696357009717,9.988958990536277,9.784615384615385,5.566666666666666
Azacitidine,2016,2921892.19,6722,665,170,2353816.81,6333,636,167,7.624696357009717,9.988958990536277,9.784615384615385,5.566666666666666
Azacitidine,2017,2662526.39,6967,701,197,2353816.81,6333,636,167,7.624696357009717,9.988958990536277,9.784615384615385,5.566666666666666
Azactam,2013,828444.62,155882,1734,797,-322338.01,-68328.25,-399,-224,-0.38908818069215056,-0.4383331622637636,-0.2301038062283737,-0.2810539523212045
Azactam,2014,1033404.67,170627.69,2269,917,-322338.01,-68328.25,-399,-224,-0.38908818069215056,-0.4383331622637636,-0.2301038062283737,-0.2810539523212045
Azactam,2015,892171.91,139210.475,2099,839,-322338.01,-68328.25,-399,-224,-0.38908818069215056,-0.4383331622637636,-0.2301038062283737,-0.2810539523212045
Azactam,2016,573017.87,172339,1499,582,-322338.01,-68328.25,-399,-224,-0.38908818069215056,-0.4383331622637636,-0.2301038062283737,-0.2810539523212045
Azactam,2017,506106.61,87553.75,1335,573,-322338.01,-68328.25,-399,-224,-0.38908818069215056,-0.4383331622637636,-0.2301038062283737,-0.2810539523212045
Azactam-Iso-Osmotic Dextrose,2013,482006.83,516657,1287,419,-224316.15000000002,-254605,-682,-193,-0.4653796088325139,-0.49279309096750845,-0.5299145299145299,-0.4606205250596659
Azactam-Iso-Osmotic Dextrose,2014,392484.61,412421,1067,320,-224316.15000000002,-254605,-682,-193,-0.4653796088325139,-0.49279309096750845,-0.5299145299145299,-0.4606205250596659
Azactam-Iso-Osmotic Dextrose,2015,363363.51,386623,931,310,-224316.15000000002,-254605,-682,-193,-0.4653796088325139,-0.49279309096750845,-0.5299145299145299,-0.4606205250596659
Azactam-Iso-Osmotic Dextrose,2016,208925.18,218029,521,190,-224316.15000000002,-254605,-682,-193,-0.4653796088325139,-0.49279309096750845,-0.5299145299145299,-0.4606205250596659
Azactam-Iso-Osmotic Dextrose,2017,257690.68,262052,605,226,-224316.15000000002,-254605,-682,-193,-0.4653796088325139,-0.49279309096750845,-0.5299145299145299,-0.4606205250596659
Azasan,2013,671237.06,141452,2394,542,651421.8899999999,-17980,-475,-14,0.9704796245904537,-0.12711025648276447,-0.1984126984126984,-0.025830258302583026
Azasan,2014,786070.44,165027,2713,701,651421.8899999999,-17980,-475,-14,0.9704796245904537,-0.12711025648276447,-0.1984126984126984,-0.025830258302583026
Azasan,2015,975585.35,119437.5,1943,608,651421.8899999999,-17980,-475,-14,0.9704796245904537,-0.12711025648276447,-0.1984126984126984,-0.025830258302583026
Azasan,2016,1317984.99,125727,2099,565,651421.8899999999,-17980,-475,-14,0.9704796245904537,-0.12711025648276447,-0.1984126984126984,-0.025830258302583026
Azasan,2017,1322658.95,123472,1919,528,651421.8899999999,-17980,-475,-14,0.9704796245904537,-0.12711025648276447,-0.1984126984126984,-0.025830258302583026
Azathioprine,2013,11080329.74,34727424.2,373692,87482,15242101.24,8102495.299999997,51982,22974,1.3755999683814464,0.2333169098098556,0.13910386093360308,0.26261402345625384
Azathioprine,2014,13578150.82,36866866.43,400685,115039,15242101.24,8102495.299999997,51982,22974,1.3755999683814464,0.2333169098098556,0.13910386093360308,0.26261402345625384
Azathioprine,2015,21609436.11,39887761.75,425589,133314,15242101.24,8102495.299999997,51982,22974,1.3755999683814464,0.2333169098098556,0.13910386093360308,0.26261402345625384
Azathioprine,2016,21120769.82,43108895.39,445024,111060,15242101.24,8102495.299999997,51982,22974,1.3755999683814464,0.2333169098098556,0.13910386093360308,0.26261402345625384
Azathioprine,2017,26322430.98,42829919.5,425674,110456,15242101.24,8102495.299999997,51982,22974,1.3755999683814464,0.2333169098098556,0.13910386093360308,0.26261402345625384
Azelastine HCl*,2013,55466481.39,21146152.8,705029,337749,24630631.97999999,24898227.179999996,808182,409921,0.44406335795514557,1.1774353195821037,1.1463102936191276,1.2136853106892989
Azelastine HCl*,2014,63463362.09,27590057.869999997,899311,429853,24630631.97999999,24898227.179999996,808182,409921,0.44406335795514557,1.1774353195821037,1.1463102936191276,1.2136853106892989
Azelastine HCl*,2015,68730237.51,33442149.577,1083950,524928,24630631.97999999,24898227.179999996,808182,409921,0.44406335795514557,1.1774353195821037,1.1463102936191276,1.2136853106892989
Azelastine HCl*,2016,70584763.98,39407173.937,1296570,637758,24630631.97999999,24898227.179999996,808182,409921,0.44406335795514557,1.1774353195821037,1.1463102936191276,1.2136853106892989
Azelastine HCl*,2017,80097113.36999999,46044379.98,1513211,747670,24630631.97999999,24898227.179999996,808182,409921,0.44406335795514557,1.1774353195821037,1.1463102936191276,1.2136853106892989
Azelex,2013,1287224.11,182218,4316,2335,153817,-61287,-1382,-730,0.1194951203951579,-0.3363388907791766,-0.32020389249304915,-0.31263383297644537
Azelex,2014,1528181.83,178892,4374,2416,153817,-61287,-1382,-730,0.1194951203951579,-0.3363388907791766,-0.32020389249304915,-0.31263383297644537
Azelex,2015,1674797.35,170995,4105,2248,153817,-61287,-1382,-730,0.1194951203951579,-0.3363388907791766,-0.32020389249304915,-0.31263383297644537
Azelex,2016,1673012.37,154622.4,3767,2032,153817,-61287,-1382,-730,0.1194951203951579,-0.3363388907791766,-0.32020389249304915,-0.31263383297644537
Azelex,2017,1441041.11,120931,2934,1605,153817,-61287,-1382,-730,0.1194951203951579,-0.3363388907791766,-0.32020389249304915,-0.31263383297644537
Azilect,2013,131196483.7,9313330.5,236609,40755,-67983694.53,-6535144,-164412,-19192,-0.5181822912682225,-0.7016978512681366,-0.694867904433052,-0.4709115445957551
Azilect,2014,165301067.5,10425822.55,263683,44754,-67983694.53,-6535144,-164412,-19192,-0.5181822912682225,-0.7016978512681366,-0.694867904433052,-0.4709115445957551
Azilect,2015,188837176.3,10861710.5,272910,45304,-67983694.53,-6535144,-164412,-19192,-0.5181822912682225,-0.7016978512681366,-0.694867904433052,-0.4709115445957551
Azilect,2016,216648569,10881058.75,270872,44201,-67983694.53,-6535144,-164412,-19192,-0.5181822912682225,-0.7016978512681366,-0.694867904433052,-0.4709115445957551
Azilect,2017,63212789.17,2778186.5,72197,21563,-67983694.53,-6535144,-164412,-19192,-0.5181822912682225,-0.7016978512681366,-0.694867904433052,-0.4709115445957551
Azithromycin*,2013,73171378.6,40844602.752,5852245,5565496,-12786834.669999987,14557046.139000006,2142074,689376,-0.17475186219875305,0.35640072759153485,0.3660260293272069,0.12386604895592414
Azithromycin*,2014,61015700.63,43602935.613,6229050,5651164,-12786834.669999987,14557046.139000006,2142074,689376,-0.17475186219875305,0.35640072759153485,0.3660260293272069,0.12386604895592414
Azithromycin*,2015,64840979.449999996,53055435.316999994,7692839,6229305,-12786834.669999987,14557046.139000006,2142074,689376,-0.17475186219875305,0.35640072759153485,0.3660260293272069,0.12386604895592414
Azithromycin*,2016,66180447.42,55278708.904,7905236,6048845,-12786834.669999987,14557046.139000006,2142074,689376,-0.17475186219875305,0.35640072759153485,0.3660260293272069,0.12386604895592414
Azithromycin*,2017,60384543.93000001,55401648.891,7994319,6254872,-12786834.669999987,14557046.139000006,2142074,689376,-0.17475186219875305,0.35640072759153485,0.3660260293272069,0.12386604895592414
Azopt,2013,86694443.86,6800886.7,569336,151502,48720728.739999995,-1702972.9419999998,-163999,-42910,0.5619821360025966,-0.2504045453367132,-0.28805310045386207,-0.2832305844147272
Azopt,2014,100717577.8,6542086.1,541273,138132,48720728.739999995,-1702972.9419999998,-163999,-42910,0.5619821360025966,-0.2504045453367132,-0.28805310045386207,-0.2832305844147272
Azopt,2015,131099662.8,5911704.83,483145,122537,48720728.739999995,-1702972.9419999998,-163999,-42910,0.5619821360025966,-0.2504045453367132,-0.28805310045386207,-0.2832305844147272
Azopt,2016,133455335.8,5377386.5,433077,108933,48720728.739999995,-1702972.9419999998,-163999,-42910,0.5619821360025966,-0.2504045453367132,-0.28805310045386207,-0.2832305844147272
Azopt,2017,135415172.6,5097913.758,405337,108592,48720728.739999995,-1702972.9419999998,-163999,-42910,0.5619821360025966,-0.2504045453367132,-0.28805310045386207,-0.2832305844147272
Azor,2013,88691021.46,18052908,406653,75187,-74561515.36999999,-16528580,-372309,-65226,-0.8406884275611544,-0.915563298721735,-0.9155447027318131,-0.8675169909691836
Azor,2014,105846356.1,18937828.5,415626,77212,-74561515.36999999,-16528580,-372309,-65226,-0.8406884275611544,-0.915563298721735,-0.9155447027318131,-0.8675169909691836
Azor,2015,104875983,15777937,335395,65722,-74561515.36999999,-16528580,-372309,-65226,-0.8406884275611544,-0.915563298721735,-0.9155447027318131,-0.8675169909691836
Azor,2016,104347176.9,13218593.1,274462,54139,-74561515.36999999,-16528580,-372309,-65226,-0.8406884275611544,-0.915563298721735,-0.9155447027318131,-0.8675169909691836
Azor,2017,14129506.09,1524328,34344,9961,-74561515.36999999,-16528580,-372309,-65226,-0.8406884275611544,-0.915563298721735,-0.9155447027318131,-0.8675169909691836
Aztreonam,2013,2565267.19,640117.64,4361,1809,485310.35999999987,298763.28099999996,592,167,0.1891851117465857,0.46673183541700236,0.13574868149506994,0.09231619679380873
Aztreonam,2014,2665546.8,817257.56,4816,1891,485310.35999999987,298763.28099999996,592,167,0.1891851117465857,0.46673183541700236,0.13574868149506994,0.09231619679380873
Aztreonam,2015,2918047.9899999998,885431.035,5224,2109,485310.35999999987,298763.28099999996,592,167,0.1891851117465857,0.46673183541700236,0.13574868149506994,0.09231619679380873
Aztreonam,2016,3200619.8400000003,1021333.57,5401,2233,485310.35999999987,298763.28099999996,592,167,0.1891851117465857,0.46673183541700236,0.13574868149506994,0.09231619679380873
Aztreonam,2017,3050577.55,938880.921,4953,1976,485310.35999999987,298763.28099999996,592,167,0.1891851117465857,0.46673183541700236,0.13574868149506994,0.09231619679380873
Azurette,2013,222297.77,162879,4278,810,-209048.13,-145435,-3852,-575,-0.94039688297368,-0.8929020929647161,-0.9004207573632539,-0.7098765432098766
Azurette,2014,188567.29,158221,4035,821,-209048.13,-145435,-3852,-575,-0.94039688297368,-0.8929020929647161,-0.9004207573632539,-0.7098765432098766
Azurette,2015,167848.68,164234,4088,755,-209048.13,-145435,-3852,-575,-0.94039688297368,-0.8929020929647161,-0.9004207573632539,-0.7098765432098766
Azurette,2016,123868.01,144984,3323,689,-209048.13,-145435,-3852,-575,-0.94039688297368,-0.8929020929647161,-0.9004207573632539,-0.7098765432098766
Azurette,2017,13249.64,17444,426,235,-209048.13,-145435,-3852,-575,-0.94039688297368,-0.8929020929647161,-0.9004207573632539,-0.7098765432098766
B-D Single Use Alcohol Swab,2013,2201.64,61860,576,165,194.0300000000002,9040,92,29,0.08812975781690023,0.14613643711606855,0.1597222222222222,0.17575757575757575
B-D Single Use Alcohol Swab,2014,2771.82,78942,747,200,194.0300000000002,9040,92,29,0.08812975781690023,0.14613643711606855,0.1597222222222222,0.17575757575757575
B-D Single Use Alcohol Swab,2015,2923.02,88948,814,249,194.0300000000002,9040,92,29,0.08812975781690023,0.14613643711606855,0.1597222222222222,0.17575757575757575
B-D Single Use Alcohol Swab,2016,3122.05,95383,919,269,194.0300000000002,9040,92,29,0.08812975781690023,0.14613643711606855,0.1597222222222222,0.17575757575757575
B-D Single Use Alcohol Swab,2017,2395.67,70900,668,194,194.0300000000002,9040,92,29,0.08812975781690023,0.14613643711606855,0.1597222222222222,0.17575757575757575
BCG (Tice Strain),2013,272148.62,1849,502,314,236898.91000000003,1568,400,254,0.8704762493375864,0.8480259599783667,0.796812749003984,0.8089171974522293
BCG (Tice Strain),2014,291556.16,2025,588,377,236898.91000000003,1568,400,254,0.8704762493375864,0.8480259599783667,0.796812749003984,0.8089171974522293
BCG (Tice Strain),2015,350455.84,2746,707,409,236898.91000000003,1568,400,254,0.8704762493375864,0.8480259599783667,0.796812749003984,0.8089171974522293
BCG (Tice Strain),2016,398311.64,2736,770,450,236898.91000000003,1568,400,254,0.8704762493375864,0.8480259599783667,0.796812749003984,0.8089171974522293
BCG (Tice Strain),2017,509047.53,3417,902,568,236898.91000000003,1568,400,254,0.8704762493375864,0.8480259599783667,0.796812749003984,0.8089171974522293
Bacitracin-Polymyxin,2013,828635.88,130468.55,35498,25494,-443826.67,-47295.05,-12559,-7135,-0.5356112144214658,-0.36250153772690813,-0.3537945799763367,-0.27986977327998747
Bacitracin-Polymyxin,2014,724506.72,129569.5,35171,25505,-443826.67,-47295.05,-12559,-7135,-0.5356112144214658,-0.36250153772690813,-0.3537945799763367,-0.27986977327998747
Bacitracin-Polymyxin,2015,716665.1,136135.25,37193,27469,-443826.67,-47295.05,-12559,-7135,-0.5356112144214658,-0.36250153772690813,-0.3537945799763367,-0.27986977327998747
Bacitracin-Polymyxin,2016,700233.48,144286.35,39157,28532,-443826.67,-47295.05,-12559,-7135,-0.5356112144214658,-0.36250153772690813,-0.3537945799763367,-0.27986977327998747
Bacitracin-Polymyxin,2017,384809.21,83173.5,22939,18359,-443826.67,-47295.05,-12559,-7135,-0.5356112144214658,-0.36250153772690813,-0.3537945799763367,-0.27986977327998747
Baclofen,2013,22288444.8,149409822.52,1538591,583301,83649507.35,254091898.64299998,2886269,723485,3.753043700473888,1.7006371760396624,1.8759169915851581,1.240328749650695
Baclofen,2014,44192332.83,191669024.69599998,2020720,819169,83649507.35,254091898.64299998,2886269,723485,3.753043700473888,1.7006371760396624,1.8759169915851581,1.240328749650695
Baclofen,2015,57728646.48,200241720.001,2087708,913193,83649507.35,254091898.64299998,2886269,723485,3.753043700473888,1.7006371760396624,1.8759169915851581,1.240328749650695
Baclofen,2016,63578035.99999999,240549617.917,2608513,1020876,83649507.35,254091898.64299998,2886269,723485,3.753043700473888,1.7006371760396624,1.8759169915851581,1.240328749650695
Baclofen,2017,105937952.14999999,403501721.163,4424860,1306786,83649507.35,254091898.64299998,2886269,723485,3.753043700473888,1.7006371760396624,1.8759169915851581,1.240328749650695
Bactroban Nasal,2013,3286289.84,362612.5,25307,21000,-3244893.6799999997,-358869.5,-25012,-20759,-0.9874033752299827,-0.9896776862353063,-0.9883431461650927,-0.9885238095238095
Bactroban Nasal,2014,2959434.62,247018.5,21270,17931,-3244893.6799999997,-358869.5,-25012,-20759,-0.9874033752299827,-0.9896776862353063,-0.9883431461650927,-0.9885238095238095
Bactroban Nasal,2015,1771606.29,131383,11659,9825,-3244893.6799999997,-358869.5,-25012,-20759,-0.9874033752299827,-0.9896776862353063,-0.9883431461650927,-0.9885238095238095
Bactroban Nasal,2016,1054224.75,63370,5628,4837,-3244893.6799999997,-358869.5,-25012,-20759,-0.9874033752299827,-0.9896776862353063,-0.9883431461650927,-0.9885238095238095
Bactroban Nasal,2017,41396.16,3743,295,241,-3244893.6799999997,-358869.5,-25012,-20759,-0.9874033752299827,-0.9896776862353063,-0.9883431461650927,-0.9885238095238095
Balsalazide Disodium,2013,10083078.94,24712779.990000002,79944,19040,13163797.040000001,12719135.009999998,42921,15137,1.3055334703151695,0.5146784382472057,0.5368883218252777,0.7950105042016806
Balsalazide Disodium,2014,19120741.9,31875244,104590,26029,13163797.040000001,12719135.009999998,42921,15137,1.3055334703151695,0.5146784382472057,0.5368883218252777,0.7950105042016806
Balsalazide Disodium,2015,21296867.84,34327208.111,112747,24979,13163797.040000001,12719135.009999998,42921,15137,1.3055334703151695,0.5146784382472057,0.5368883218252777,0.7950105042016806
Balsalazide Disodium,2016,20360057.619999997,36643100,118909,25816,13163797.040000001,12719135.009999998,42921,15137,1.3055334703151695,0.5146784382472057,0.5368883218252777,0.7950105042016806
Balsalazide Disodium,2017,23246875.98,37431915,122865,34177,13163797.040000001,12719135.009999998,42921,15137,1.3055334703151695,0.5146784382472057,0.5368883218252777,0.7950105042016806
Balziva,2013,144477.99,140622,4181,687,-83810.84999999999,-56197,-2020,-285,-0.5800942413443044,-0.39963163658602496,-0.48313800526189904,-0.4148471615720524
Balziva,2014,113201.14,121247,3524,556,-83810.84999999999,-56197,-2020,-285,-0.5800942413443044,-0.39963163658602496,-0.48313800526189904,-0.4148471615720524
