Brand Name,Year,brandspend,branddose,brandclaims,avgspendperclaim,nomchngspend,nomchngdose,nomchngclaims,nomchngspendperclaim,perchngspend,perchngdose,perchngclaims
Absorica,2014,5310000,216631,4237,1253.2452206750058,8902000,267644,5162,568.27824795072,10.138952164009112,6.801453584407003,6.264563106796117
Absorica,2015,5470000,220330,4310,1269.141531322506,8902000,267644,5162,568.27824795072,10.138952164009112,6.801453584407003,6.264563106796117
Absorica,2016,6540000,242554,4690,1394.4562899786781,8902000,267644,5162,568.27824795072,10.138952164009112,6.801453584407003,6.264563106796117
Absorica,2017,9780000,306995,5986,1633.8122285332443,8902000,267644,5162,568.27824795072,10.138952164009112,6.801453584407003,6.264563106796117
Acamprosate Calcium,2013,641000,577968,3728,171.9420600858369,4658000,5117354,35803,-37.895362557314996,7.266770670826833,8.854043822495363,9.603809012875537
Acamprosate Calcium,2014,2533290,2636263,17564,144.2319517194261,4658000,5117354,35803,-37.895362557314996,7.266770670826833,8.854043822495363,9.603809012875537
Acamprosate Calcium,2015,4222500,4525166.041,30491,138.48348693056968,4658000,5117354,35803,-37.895362557314996,7.266770670826833,8.854043822495363,9.603809012875537
Acamprosate Calcium,2016,5657600,5590492,37793,149.69967983489005,4658000,5117354,35803,-37.895362557314996,7.266770670826833,8.854043822495363,9.603809012875537
Acamprosate Calcium,2017,5299000,5695322,39531,134.04669752852192,4658000,5117354,35803,-37.895362557314996,7.266770670826833,8.854043822495363,9.603809012875537
Acanya,2013,474000,78360.001,1570,301.9108280254777,414000,17414.998999999996,356,159.14836200567493,0.8734177215189873,0.2222434759795371,0.22675159235668785
Acanya,2014,704000,96552,1932,364.38923395445136,414000,17414.998999999996,356,159.14836200567493,0.8734177215189873,0.2222434759795371,0.22675159235668785
Acanya,2015,859000,103630.001,2063,416.3839069316529,414000,17414.998999999996,356,159.14836200567493,0.8734177215189873,0.2222434759795371,0.22675159235668785
Acanya,2016,810000,94795,1883,430.16463090812533,414000,17414.998999999996,356,159.14836200567493,0.8734177215189873,0.2222434759795371,0.22675159235668785
Acanya,2017,888000,95775,1926,461.05919003115264,414000,17414.998999999996,356,159.14836200567493,0.8734177215189873,0.2222434759795371,0.22675159235668785
Acarbose,2013,2163300,4064917.36,46200,46.824675324675326,-102010,1581591.3900000001,17823,-14.628589543003116,-0.04715480978135256,0.38908328261807523,0.3857792207792208
Acarbose,2014,2358150,4119702.1799999997,47678,49.459918620747516,-102010,1581591.3900000001,17823,-14.628589543003116,-0.04715480978135256,0.38908328261807523,0.3857792207792208
Acarbose,2015,3385300,5121383,57507,58.86761611629888,-102010,1581591.3900000001,17823,-14.628589543003116,-0.04715480978135256,0.38908328261807523,0.3857792207792208
Acarbose,2016,3495700,5583044.59,62670,55.77947981490346,-102010,1581591.3900000001,17823,-14.628589543003116,-0.04715480978135256,0.38908328261807523,0.3857792207792208
Acarbose,2017,2061290,5646508.75,64023,32.19608578167221,-102010,1581591.3900000001,17823,-14.628589543003116,-0.04715480978135256,0.38908328261807523,0.3857792207792208
Accupril,2013,1440,1065,23,62.608695652173914,10360,1690,57,84.8913043478261,7.194444444444445,1.5868544600938965,2.4782608695652173
Accupril,2014,3900,1926,49,79.59183673469387,10360,1690,57,84.8913043478261,7.194444444444445,1.5868544600938965,2.4782608695652173
Accupril,2015,8920,3237,78,114.35897435897436,10360,1690,57,84.8913043478261,7.194444444444445,1.5868544600938965,2.4782608695652173
Accupril,2016,11400,3270,74,154.05405405405406,10360,1690,57,84.8913043478261,7.194444444444445,1.5868544600938965,2.4782608695652173
Accupril,2017,11800,2755,80,147.5,10360,1690,57,84.8913043478261,7.194444444444445,1.5868544600938965,2.4782608695652173
Acebutolol HCl,2013,118100,339645.79000000004,6364,18.557510999371466,7600,84166.20999999996,1276,-2.1046314182196326,0.06435224386113458,0.24780583913611864,0.20050282840980516
Acebutolol HCl,2014,107600,349192,6333,16.99036791410074,7600,84166.20999999996,1276,-2.1046314182196326,0.06435224386113458,0.24780583913611864,0.20050282840980516
Acebutolol HCl,2015,115400,401713.601,7308,15.790914066776136,7600,84166.20999999996,1276,-2.1046314182196326,0.06435224386113458,0.24780583913611864,0.20050282840980516
Acebutolol HCl,2016,122300,407998,7450,16.416107382550337,7600,84166.20999999996,1276,-2.1046314182196326,0.06435224386113458,0.24780583913611864,0.20050282840980516
Acebutolol HCl,2017,125700,423812,7640,16.452879581151834,7600,84166.20999999996,1276,-2.1046314182196326,0.06435224386113458,0.24780583913611864,0.20050282840980516
Acephen,2013,112,139,11,10.181818181818182,3398,2066.141,118,17.02748414376321,30.339285714285715,14.864323741007194,10.727272727272727
Acephen,2014,44.3,22.423,11,4.027272727272727,3398,2066.141,118,17.02748414376321,30.339285714285715,14.864323741007194,10.727272727272727
Acephen,2015,122,157.991,37,3.2972972972972974,3398,2066.141,118,17.02748414376321,30.339285714285715,14.864323741007194,10.727272727272727
Acephen,2016,238,235.586,180,1.3222222222222222,3398,2066.141,118,17.02748414376321,30.339285714285715,14.864323741007194,10.727272727272727
Acephen,2017,3510,2205.141,129,27.209302325581394,3398,2066.141,118,17.02748414376321,30.339285714285715,14.864323741007194,10.727272727272727
Acetadote,2013,111000,12299.44,121,917.3553719008264,-36100,520.3979999999992,106,-587.3994247642626,-0.32522522522522523,0.04231070682892879,0.8760330578512396
Acetadote,2014,70100,23520.2,169,414.79289940828403,-36100,520.3979999999992,106,-587.3994247642626,-0.32522522522522523,0.04231070682892879,0.8760330578512396
Acetadote,2015,206000,27615.215,388,530.9278350515464,-36100,520.3979999999992,106,-587.3994247642626,-0.32522522522522523,0.04231070682892879,0.8760330578512396
Acetadote,2016,140000,17376.593,283,494.69964664310953,-36100,520.3979999999992,106,-587.3994247642626,-0.32522522522522523,0.04231070682892879,0.8760330578512396
Acetadote,2017,74900,12819.838,227,329.95594713656385,-36100,520.3979999999992,106,-587.3994247642626,-0.32522522522522523,0.04231070682892879,0.8760330578512396
Acetaminophen-Codeine,2013,17248100,112153971.124,2189668,7.877038893567427,3248440,-12657034.643999994,275350,0.4379267577990138,0.1883361065856528,-0.1128540926117193,0.12574965702563135
Acetaminophen-Codeine,2014,16284860,98533900.144,2185745,7.45048484612798,3248440,-12657034.643999994,275350,0.4379267577990138,0.1883361065856528,-0.1128540926117193,0.12574965702563135
Acetaminophen-Codeine,2015,24330000,136361761.31100002,3011995,8.077702652228838,3248440,-12657034.643999994,275350,0.4379267577990138,0.1883361065856528,-0.1128540926117193,0.12574965702563135
Acetaminophen-Codeine,2016,24625200,126447517.311,2905609,8.475056347911918,3248440,-12657034.643999994,275350,0.4379267577990138,0.1883361065856528,-0.1128540926117193,0.12574965702563135
Acetaminophen-Codeine,2017,20496540,99496936.48,2465018,8.31496565136644,3248440,-12657034.643999994,275350,0.4379267577990138,0.1883361065856528,-0.1128540926117193,0.12574965702563135
Acetazolamide,2013,6996600,5605549.302999999,80451,86.96722228437186,9954800,3515819.8110000007,45122,48.02517257758096,1.4228053626046937,0.6272034409042466,0.5608631340816148
Acetazolamide,2014,12658400,6388269.089,92222,137.2600897833489,9954800,3515819.8110000007,45122,48.02517257758096,1.4228053626046937,0.6272034409042466,0.5608631340816148
Acetazolamide,2015,17456600,8053086.726,112515,155.14909123228014,9954800,3515819.8110000007,45122,48.02517257758096,1.4228053626046937,0.6272034409042466,0.5608631340816148
Acetazolamide,2016,19528600,9193122.669,125630,155.44535540873994,9954800,3515819.8110000007,45122,48.02517257758096,1.4228053626046937,0.6272034409042466,0.5608631340816148
Acetazolamide,2017,16951400,9121369.114,125573,134.99239486195282,9954800,3515819.8110000007,45122,48.02517257758096,1.4228053626046937,0.6272034409042466,0.5608631340816148
